ground_truth_claim,generated_claim,meteor_score
King Charles III signed a proclamation saying Trump won the 2020 election,The King Charles III signs a proclamation stating that Donald Trump won the 2022 Presidential election and is the rightful President by Law.,0.8133
"If you have a runny nose and sputum, you have a common cold, not Covid-19.",A normal laundry detergent according to washing machine instructions and dry thoroughly using the warmest temperatures recommended on the clothing label.,0.0815
"Says Joe Biden ""is restricting travel for Americans into Mexico, but is keeping the border wide open for illegal aliens to walk right into our country.""",The claim: “There is a lot of people who will agree on.”,0.0524
"If you have migraines just put a little bit under your tongue, within minutes you will feel your migraine easing up","If you have migraines just put a little bit under your tongue, within minutes you will feel your migraine easing up.",0.9954
Photo of Aamir Khan's ex-wife Kiran Rao walking alone on a street after her divorce,"Aamir Khan is now without Amir roaming free in India, now even fear is afraid of him",0.1578
"""The White House presented commemorative coins"" dedicated to Ukraine President Volodymyr Zelenskyy.
","US Presidential Administration dedicated two commemorative coins in the ""Historical Moments"" series to Ukraine and its President Volodymyr Zelensky.",0.5659
Electromagnetic field radiation from 5G has 'an enormous impact on your immune system',The claim: EMF radiation from 5G has an enormous impact on your immune system,0.7064
A Facebook post says South African Police were being attacked by Nigerians in Johannesburg,South African police attacked by Nigerians in Johannesburg,0.5924
Denmark government has passed legislation to take away voting rights from the Muslim population.,Muslim community’s right to vote in Denmark was passed,0.2055
The claim: A representative of Gov. Greg Abbott offered to pay the family of a Uvalde victim to oppose gun restrictions,The claim:,0.1217
"At the Kolkata Film Festival, Mamata Banerjee asked Arijit Singh to sing one of his favourites and he chose रंग दे तू मोहे गेरुआ…

It was an evening of realisations. From Mr Bachchan to Arijit, who reminded Mamata Banerjee, in her backyard, that the future of Bengal is saffron…",Mamata Banerjee asked Arijit Singh to sing one of his favourites and he chose रंग दे तू मोहे गेरुआ…,0.3622
Tamarind and sugar can cure headache,The claim: Tamarind mixed with sugar and taking it with water provides relief in headache,0.2857
The claim: Former President Barack Obama jokingly tweeted about President Donald Trump's Twitter ban,The claim:,0.2003
What Allen West got wrong about COVID-19 and treatments,Video shows Angela West being hospitalized for COVID-19,0.1124
Toddler skull X-rays are terrifying,Toddler skull X-rays are terrified,0.996
The claim: Facebook is banning President Donald Trump from advertising on the social media site,Fb banning Trump from advertising for president,0.2954
"Fact-checking the Democratic presidential debate in Manchester, New Hampshire","The claim: ""I, Pete Buttigieg, politician, do henforth and forthwith declare, most affirmative and induably, unto the ages, that I do favor Medicare for All.""",0.08
A Facebook post claims New Zealand's national debt has risen to more than $NZ120 billion.,New Zealand is the most in debt we’ve ever been in.,0.1793
"Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with.""","The claim: Just left Dayton, Ohio, where I met with the Victims & families, Law Enforcement, Medical Staff & First Responders.",0.0617
"""I think I've done more for the black community than any other president, and let's take a pass on Abraham Lincoln, cause he did good although it's always questionable, you know in other words, the end result.""","A total lack of leadership. Either the very weak Radical Left Mayor, Jacob Frey, get his act together and bring the City under control.",0.1109
lotus root can prevent cancer,The claim: Cancer can occur due to unhealthy eating habits,0.1786
R Madhavan lost his house to fund Rocketry,R Madhavan lost his house to fund Rocketry and directed this movie when the original director had opted out due to prior commitments.,0.8114
colloidal silver can be used to treat COVID-19,Colloidal silver can cure Covid-19,0.487
Claim: An 'anti-Black Lives Matter' flag replaced the American flag behind President Trump during a Waukesha campaign rally,The anti-Black Lives Matter flag has replaced the American flag.,0.3521
"Malala Yousafzai has been ""silent about the cries of women and children suffering at the hands of the Taliban."" 
","The claim: Foo with that weak malala slander, Twitter fingers. Ps i blocked out the name Bc im not into bullying people and trying to cancel them online.",0.1087
Sky News said there were 2 million people at the People's Vote march on Saturday 19 October.,The claim: German TV (using some fancy crowd measurement technology) we may have underspun.,0.0529
"Crowds queueing up at Bank of Baroda Al Ain Branch, UAE to close their accounts, after the statement by its CEO, that BoB will still fund Adani companies, after the exposé of Adani's fraud.

There are real consequences to electing criminals to Parliament…","Video shows crowds queueing up at Bank of Baroda Al Ain Branch, UAE to close their accounts.",0.3503
"500,000 ballots in Virginia and 200,000 ballots in Nevada were sent to dead people, pets",The claim: Virginia and Nevada have died peoples names and pets,0.1603
The claim: President Donald Trump nominated himself to the Supreme Court,The claim:,0.2302
"The claim: A photo depicts a Dec. 12 march of 1 million Trump supporters in Washington, D.C.",The 1 million for Trump March lived to name.,0.2244
Kerala Muslims protest against Tripura Violence.,Kerala Muslims protest against Tripura Violence,0.8676
Face masks cause cancer,The claim: Oxygen reduces oxygen to the body,0.0
"The plight of Hindu girls madly in love with Muslim boys.

Wake up Hindus wake up",Hindu girls madly in love with Muslim boys,0.4964
"Messenger RNA COVID-19 vaccines aren't real vaccines, vaccination will turn body into 'virus-making factory'",MRNA operating system #mRNA #populationcontrol #zombieapocalypse #Premediatedated,0.0
"""James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.""",The claim: James Comey has 50 counts of TREASON,0.3507
A viral photo of jailed Afghan children is not from any prison in Sindh.,"Safi Sahab, for your kind information that It’s responsibility of Foreign Minister to go abroad on official trips for his country. Secondly the pic you have posted does not belong to sindh province.",0.1445
"Satochi, a tablet advertised as a treatment for diabetes, is approved by the FDA (Food and Drug Administration)",The claim: 𝐃𝐢𝐚𝐛𝐞𝐭𝐞𝐬 𝐩𝐫𝐞𝐯𝐞𝐧𝐭𝐢𝐨𝐧 𝐚𝐧𝐝 𝐬𝐞𝐜𝐫𝐭𝐭𝐨 𝐟𝐨𝐮𝐧𝐠 𝐡𝐨𝐭 𝐧𝐞𝐰𝐬,0.024
Trends of Aam Aadmi Party reaching Uttarakhand have started coming. Jago Hinduo Jago….,Aam Aadmi Party reaching Uttarakhand has started coming,0.4838
LAS CONDES Y VITACURA TIENEN BLOQUEADA LA INDEXACIÓN DE TRANSPARENCIA ACTIVA DE GOOGLE Y OTROS BUSCADORES,"The claim: Ambos municipios tienen bloqueado a Google y otros buscadores para que los documentos, que están publicados, permanezcan escondidos en el sitio web.",0.2814
"China has produced first woman plastic, one thing is that, she doesn't have a soul, the end of the world is near.","China has produced first plastic woman, one thing is that she doesn’t have a soul, the end of the world is near.",0.8779
"Several social media posts claim the aphelion phenomenon will increase Earth's temperature till august. We fact-checked and found the claim to be False. The aphelion phenomenon affects the duration of weather, not the intensity.",Aphelion phenomenon will be colder than previous years.,0.1033
Some people were caught while hoarding hundreds of EVM machines in a strong room in Bina Bazar in Madhya Pradesh,"Video of Modi, Shah, Election Commission",0.0266
A video claiming that Rahul Gandhi refused to take aarti during Navaratri pooja is doing rounds on social media.,"Rahul Gandhi refuses to do aarti, why?",0.2976
"""'Defunding' to a lot of people means break up the police forces, and either that or don't give them any money, so essentially they are breaking it up.""","The claim: ""These THUGS are dishonoring the memory of George Floyd.""",0.1292
Video of 28 sadhus who were caught red handed while kidnapping children and removing their kidneys in Varanasi,The claim: 28 sadhus caught red handed selling kidneys of children in Uttar Pradesh,0.4331
"Says Joe Biden said ""Why am I doing this? Why? What is my real aim?""
","Joe Biden: ""Why am doing this? Why? What is my real aim?""",0.8562
"It may not be the lost city of Atlantis, but a social media post questions whether another island – Australia – is also the product of fiction.",The claim: Australia is not real,0.0746
"Says ""every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn't support was black, the candidate they picked ended up losing.""",The claim: “Every time this has happened in the past & the person they didn’t support was black.”,0.2652
Rare pics of Sant Gajanan Maharaj,Photo of Gajanan Maharaj in Hyderabad,0.625
Irradiated food causes cancer,"The claim: Dr. Lonnie Herman reviews how your food is preserved, instead of fungicide or pesticide, with radiation.",0.0862
"Kamala Harris failed the bar exam on her first attempt, while Amy Coney Barrett graduated at the top of her law school class",Kamala Harris failed the bar 1st time,0.2292
Those in the country illegally can be police officers in California,The claim: Illegals can now become police officers,0.413
Nasal flu vaccines given to children contain strep A.,"The claim: Four weeks ago, all UK Primary aged children get live flu nasal spray",0.1402
"""We will be over 290 electoral votes on Election Night ... no matter what they (Democrats) try to do, what kind of hijinks or lawsuits or whatever kind of nonsense they try to pull off.""","Trump adviser Jason Miller said “If you speak with many smart Dems, they believe that Trump will be ahead on election night.”",0.1778
Trump installed this wall at the White House on Election Day,"Photo shows someone on Facebook shared a photo earlier today that seems to have some red flags, but reverse Google images search isn’t turning up anything",0.0391
The claim: Democrat-led states where Trump was winning stopped counting votes on election night. This is election meddling.,"The claim: ""There is nothing WRONG with asking why SWING STATES that are run by DEMOCRATS where TRUMP IS WINNING by massive margins.""",0.3549
"108 people died from Covid-19 in China on February 10th, one of the worst days so far.",Video shows 108 people in China died of coronavirus,0.284
The Conservatives have pushed millions of people into poverty after 12 years in government.,"People are being pushed into debt, poverty and destitution as the cost of living crisis continues bite.",0.2273
Images show police presence during Black Lives Matter demonstrations compared to Capitol riot,The 1st image was the security during a Black Lives Matter protest,0.3457
40 students admitted after vaccination in Kanpur,44 students admitted after vaccination in Kanpur,0.8552
"Left Lemur Dravidian Stocks won't talk about this

10,000 year old Maha Vishnu Statue, Gold earnings & parts of Earthen vessels were identified through Archaeological Excavation in Vadakupatti, Kanchipuram, Tamil Nadu","The Maha Vishnu Statue was identified through Archaeological Excavation in Vadakupatti, Kanchipuram, Tamil Nadu",0.4223
Health Minister Greg Hunt admitted no one in the country had died from a locally transmitted case of COVID-19.,Aged Care to the 400 families whose loved ones died in aged care from the Covid strain.,0.1515
The claim: Resistance to COVID-19 vaccine mandates is responsible for supply chain backups,Trucker's (sic) that refuse the Jab have refused to drive into mandate states and cities.,0.1034
"Indian Air Force, Salute Indian Army",Indian Air Force Salute Indian Army,0.8535
"Haldiram's group is currently under the ownership of a Muslim; Yogesh & Naresh, grandsons of Haldiram sold the company to a Muslim",The claim: Haldiram Namkeen is under the control of Muslims,0.1483
This river of South India appears on the new moon of Pitra Paksha and disappears on the new moon day of Deepawali.,The claim: This river of South India appears on the new moon of Pitra Paksha and disappears on The New Moon Day of Deepawali,0.9482
The US Food and Drug Administration (FDA) has revoked a PCR Covid-19 test.,The MHRA is reviewing all available information and is working closely with NHS Test and Trace to ensure that a full risk assessment is undertaken.,0.1471
"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""",The claim: How many more people have died before we reinstate the assault weapons ban and pass universal background checks?,0.1375
"Video shows President Joe Biden saying ""bingo"" after a reporter says: ""To gun owners out there who say, well, a Biden administration means they're going to come for my guns.""",The real state of the Union is the Real State of The Union.,0.0411
Vaccines have led to a significant rise in mortality and journalists are writing cover-up stories to explain away deaths.,"The claim: ""Who did this is genius..""",0.0
"Australia: Parents go furious as a video of children in Australia being taught how to pray in a mosque goes viral.

Furious parents accuse the school of brainwashing and Islamizing their children in the name of pleasing a migrant community.",Video of children in Australia being taught how pray in a mosque goes viral,0.3028
"NHS Test and Trace has employed about 20,000 staff.",The claim: There have been 93M tests to date. £37 billion equates to £400 per test,0.0926
"Deaths from Covid-19 vaccines are being miscategorised as deaths from ""Sudden Adult Death Syndrome"".","The claim: Since 2019, the claim is false.",0.061
Tokyo Olympic 2021.... Wonderful closing Ceremony at the Olympics like each person was digitally programmed...,Video shows closing ceremony at the Tokyo Olympics,0.3494
You can get a free iPhone 13 Pro Max from the government if you are on certain benefits.,"The claim: ""I just received my iPhone 13 pro max from the Government and I am so grateful 🙏❤️ Are you on Food stamps, Medical aid, Sections 8 or any form of Government assistance.""",0.479
"""Asteroid warning: NASA tracks a 4KM killer rock on approach - Could end human civilisation.""",Video shows asteroid 1998 OR2 passing Earth by 3.9 million miles/6.2 million km,0.0272
Trump got 74 million votes and there are only 133 million registered voters in the USA,Trump got 74 million votes and there are only 133 million registered voters in the USA.,0.9937
On confirming a Supreme Court justice nominee in a presidential election year.,"“In light of these two events, I will support President @realDonaldTrump in any effort to move forward regarding the recent vacancy created by the passing of Justice Ginsburg.”",0.1333
"According to NHS England figures, the number of people whose death certificates show death from only coronavirus, i.e. no pre-existing condition, is 1,265.","This video shows a blood long way off 40,500.",0.0382
Reciting Sanatani Shloka at the funeral of Queen Elizabeth of Britain,Photo of Queen Elizabeth of Britain at the funeral,0.735
"Sardar Gyan Singh Sohanpal is viral with a claim that Singh, a 10-time MLA is preparing to contest the election for the 11th time.",Sardar Gyan Singh Sohanpal is MLA for 10 consecutive times.,0.2809
Police have rescued newborn babies that were abandoned in multiple English towns and cities.,A newborn baby has been found in Leeds this morning by the police.,0.2497
The EU has ordered organic farmers to treat sick animals with homeopathy in a new directive.,"The Department for Food and Rural Affairs (Defra) said, correctly, that farmers are farmers.",0.1163
Track and Trace is costing UK taxpayers £37 billion.,Westminster’s Track & Trace system cost £37 billion.,0.5061
"Modi ji supporting both Shahrukh Khan and his movie Pathan against all odds

#ShahRukhKhan #Pathan #Modi",Shahrukh Khan and his movie Pathan against all odds,0.4907
"A poll of 1,500 drivers by motoring campaign group Fair Fuel UK found 91% supported cyclists being forced to 'have road registration IDs'.",Video shows cyclists who do break the laws,0.0207
Tornado at the Phillies game last night.,The claim: Tornado at the Phillies game last night,0.8524
Drink plenty of water,Covid-19 is a dry cough with no runny nose,0.0
144 years old buddhist monk,144 years old Buddhist monk,0.996
"Multiple posts on social media claim a young American woman is preparing to become the first human on Mars, and that she will never return to Earth, get married or have children.",The claim: Alyssa Carson is the first human on Mars and she will never return to Earth.,0.4347
A tweet is being shared widely with a screenshot of another tweet from the President's account that asks doctors to not charge some of their patients who cannot afford.,The claim: No doctor would give free treatment to their patients,0.1421
"In #बैंगलोर in #ChristUniversity in #ethnicday the song 'Bharat Ka Bachcha Bachcha, Jai Jai Shri Ram Bolega' was played in the middle… then look at #stundents of #जोश",Bharat ka Bachha Baccha during the event in Christ University and the crowd went wild.,0.0604
The World Health Organisation said that women of childbearing age should be banned from drinking alcohol.,"The claim: In the second draft, the section which has been reported on in the media since the publication of the first draft will be clarified to ensure that what is meant is clear",0.1323
On not confirming a Supreme Court justice nominee in a presidential election year.,"“In light of these two events, I will support President @realDonaldTrump in any effort to move forward regarding the recent vacancy created by the passing of Justice Ginsburg.”",0.1258
"The image shown is that of a man whose hand is infected, It is a disease.",This is another kind of desease that is on board now now this is from India plz I beg un share this to different kinds of groups for them to see this,0.1289
People are performing Yoga in Japan un huge numbers,Video of Surya Namaskar and Gayatri Mantra in Japan,0.2083
"There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.",The Ireland North West delegation includes educational representatives from Ulster University and Letterkenny Institute of Technology,0.0296
A Facebook post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.,The claim: Former PM Laisenia Qarase passes away in Suva after trying hide his illness in fear that he would be evicted by his country and families if found out.,0.3428
Testosterone levels dropped by 50% in recent decades,The average testosterone levels have fallen close to 50% in the last 2 decades.,0.5799
Post implies Moderna suing Pfizer for patent infringement proves the COVID-19 vaccine was developed before the pandemic,The Wussup Tribe has been banned from accessing 7/10 pages,0.0307
"An image of rising homicide rates in seven cities with the words, ""Welcome to President Biden's America.""",Video shows President Biden’s America,0.1247
A man with dementia named Martin Jones is missing with his dog.,The claim: My uncle Martin Jones aged 79 drove out yesterday with our dog Baxter and he hasn’t returned.,0.2657
Viral video of Lord Ganesh from Nagpur,"Ganesh idol at the residence of Mr Bangre who stays at Pipla Hudkeshwar, Nagpur",0.1923
Greenwich council is set to remove a memorial stone to Lee Rigby.,The claim: So Greenwich council are set to remove the lee Rigby stone that was laid at the rigby site on Friday night.,0.4112
Covid-19 infections have increased after the vaccines,The elephant in the room is not allowed to on mainstream social media platforms.,0.0641
Video shows Australian surgeon having stroke after 3 COVID-19 vaccine doses,The claim: Australian surgeon stroking out mid-surgery,0.2388
Indian sprinter Hima Das won a gold medal in the Women's 400-metre race at the CWG 2022,The claim: Himesh Das wins 400m Gold in CWG at Birmingham,0.1724
"Says he ""rebuilt the military""",The best is YET COME.,0.0725
"""Mike Lee advised Trump's legal challenges to overturn our election"" and ""was one of only two senators who was in on the scheme.""",Senator Lee advised spurious legal attempts to overturn our election,0.2768
"In #Gujrat the broom will fly, dust will not be visible, the paw will not be visible because the people of Gujarat have decided to drive away #मोदी_हटाओ_देश_बचाओ #भाजपा @ArvindKejriwal  Gujarat. #मोदी_हटाओ_देश_बचाओ","The broom will fly, dust will not be visible",0.2239
"Liquor mafia fighting, being intoxicated!

Law and order has broken down, Nitish Kumar is insensitive!!

Are the liquor mafia beating the police only? If the police is also not safe, then how will the general public be protected, Nitish Kumar?

#फर्जी_शराबबंदी

#JungleRajReturns",The claim: शराब माफिया has been brutally beaten by police,0.0512
China has closed down its last coronavirus hospital. Not enough new cases to support them.,China has closed down its last coronavirus hospital,0.4964
"The claim: Stacey Abrams had the Georgia governorship stolen for her by a 'corrupt' secretary of state, then registered 800,000 new voters","The claim: ""Stolen election and voter suppression claims by Stacey Abrams were nothing but poll-tested rhetoric not supported by facts and evidence.""",0.2515
"Ian Austin, former Labour MP has said he won't vote for Labour.","The claim: Ian Austin, 1 year as a junior minister at DCLG, says he won’t vote for Labour",0.4017
Image showing infiltrators who have entered into Assam,The claim: “BJP’s government is going to remove the troops from Afghanistan.”,0.0
These images are all from Black Lives Matter protests in London last weekend.,The claim: Police officers are not doing their job,0.0368
Diane Abbott said that Chairman Mao did more good than harm.,"The claim: He led his country from feudalism, he helped to defeat the Japanese",0.0
Leni Robredo said the Philippines is not a narco-state because the country's drug problem is huge.,Video shows boy Abunda being beaten by Leni,0.0294
"An audio on whatsapp appeared in Italy in the last few hours, it shows coronavirus deaths (Sars-Cov-2) closed in body bags abandoned in bulk in the corridors of a hospital in Bergamo. The video is only shared through whatsapp in Italy so it's impossible to give you an italian link.","The hospital and morgues de Guayaquil, Ecuador, han llegado a su máxima capacidad para incinerar a los cuerpos infectados de coronavirus.",0.0568
"During the 1918 flu pandemic, San Francisco residents formed the ""Anti-Mask League."" San Francisco ""was ultimately one of the cities that suffered the most with a high death rate.""",Video shows protests in San Francisco,0.0568
People shouting 'Allahu Akbar' in Europe after the Coronavirus outbreak,Video of Muslims and नौn मुस्लिम people in the UK,0.1376
Gin-soaked raisins be used to cure arthritic pain,A 105 year old woman was in the news who credited her health and longevity to eat 9 gin soaked raisins a day.,0.1042
A Facebook post claims the COVID-19 crisis is the latest in a once-every-100-years historical pattern of pandemics.,Video shows Covid-19 pandemics and years in which they occurred,0.0872
The Washington Court has ordered to train Modi on Covid safety measures! Modi met the American delegates without wearing a mask properly. Hence the Court has ordered to train him on Covid safety measures.,Video of PM Modi’s Covid-19 vaccines,0.0147
"In the federal trial of Ghislaine Maxwell, the judge issued a ""gag order"" and barred the media from the courtroom.",The claim: Jeffrey Epstein and Ghislaine Maxwell trial issued media-wide gag order,0.2757
Video of PM Narendra Modi revealing his formula to fool the poor people of this country,Video of a man who died of Covid-19,0.1681
The claim: President Trump claimed doctors said 'they've never seen a body kill the coronavirus' like his body,"The claim: Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately",0.1205
"The Daily Mail front page on 11/11/2019 said ""An official report finds that Boris Johnson's Conservative party received donations from nine Russian donors with suspected links to the Kremlin. Does our Prime Minister choose to publsh [sic] it? No, Johnson PERSONALLY blocks publication of the report.""",Boris Johnson’s Conservative party received donations from nine Russian donors with suspect links to the Kremlin.,0.3192
"Picture of the Virabhadreshwara temple that emerged while demolishing a Mosque in Raichur, Karnataka","The minaret of a mosque was demolished to widen the road in Raichur, Karnataka.",0.5449
"To the end of 2021, there have been 156,924 deaths within 28 days of a positive Covid-19 test in the UK.",The claim: Av age 82.5 years,0.0234
The same image of an elderly woman being vaccinated has been used by the media to show a woman called Joan being vaccinated in Manchester and a woman called Susan getting vaccinated in South Africa.,The main stream media doesn’t lie do they.,0.0448
"The COVID-19 vaccine doesn't stop virus spread, so it can't protect others",Pfizer director admits vaccine wasn’t tested for transmissibility.,0.0342
Rep. Lauren Boebert made an incorrect statement about the spy balloon.,"The Chinese spy balloon was 60K feet high, which is only about one mile.",0.3
Sonali Phogat's dance video captured in Goa on the night of her death,Video of a man who was beaten by the Taliban,0.1103
Lowe's has announced that everyone who shares this link will be sent a $150 coupon for its anniversary,Lowe's has announced that everyone who shares this link will be sent a $150 coupon for its anniversary,0.9999
"Kari Lake's lawsuit ""exposes Arizona used no signature verification.""",Kari Lake's momentous lawsuit exposes Arizona used no signature verification.,0.8441
"Video shows hidden theater ""where elites sacrifice kids.""",The claim: Until people see stuff like this they think it’s a conspiracy… the sooner the nightmare is over.,0.041
Congress MLA Anil Upadhyay speaking in support of CAA and NRC,Anil Upadhyay said unknowingly but said it right.,0.1736
Coimbatore Corporation has built a toilet with two commodes next to each other without a wall between them.,Cimbatore corporation has introduced couple's toilet Wow. But no doors.,0.1715
There was a 1500 per cent increase in 2021 on the previous record year for miscarriages/stillbirths in the US.,The Insanity Continues,0.0273
DMK should stop the casteism unleashed on VCK as they have power in their hands – Vaiko,Fake news template rigged,0.0
This is the Video of Late Congress Leader Ahmed Patel's Funeral,The number of people attending the marriage is decided but there is no law of how many people should attend funeral,0.155
Video of Lions in Gir Forest survived Cyclone Tauktae,This photo shows lions of Gir forest who survived Tautae well.,0.4
"The claim: In 2016, Trump said, ""Anyone being investigated by the FBI is not qualified to be the President of the United States"" on six different dates","The claim: ""There is no evidence Trump ever made this statement or a statement similar to it on any of the dates listed in posts that make the claim.""",0.2181
"Oxford is to trial a ""climate lockdown"" which will confine residents to their local neighbourhood and require them to ask permission to leave.",The traffic filters work in exactly the same way as the existing traffic cameras in High Street.,0.0397
Visuals of a temple located in Madhya Pradesh's Anuppur district completely built using teak wood,Video of a Hindu temple in India,0.209
"""Attorney General Garland is weaponizing the DOJ by using the FBI to pursue concerned parents and silence them through intimidation. Florida will defend the free speech rights of its citizens and will not allow federal agents to squelch dissent.""",The claim: Florida will defend the free speech rights of its citizens and will not allow federal agents to squelch dissent,0.4888
The vaccine for coronavirus existed since 2001 and 19 years later they say there is no vaccine,This was 2001 tell why 19 years later they say there is no vaccine.,0.5929
"""Michigan sends absentee ballot applications to 7.7 million people"" and ""this was done illegally and without authorization."" ",Michigan sends absentee ballot applications to 7.7 million people ahead of Primaries and the General Election.,0.5064
The World Health Organisation boss has announced the approach of another pandemic - the Marburg virus.,The claim: Australian pilot speaks out about Covid-19 mandate,0.0307
"Had gone to get India closed. In Papalaj, Rajasthan, the public thrashed him badly and blackened his face.
","Rajasthan, the public thrashed him badly and blackened his face.",0.5713
"Says the ""when the looting starts, the shooting starts,"" phrase ""means two things, very different things. One is, if there's looting, there's probably going to be shooting, and that's not as a threat, that's really just a fact, because that's what happens. And the other is, if there's looting, there's going to be shooting.""","The claim: ""These THUGS are dishonoring the memory of George Floyd.""",0.0595
Pregnant women are 22 times more likely to die from Covid-19 than other women.,COVID-19 in pregnancy can be lethal,0.0355
"Nehru is taking OATH in Britain as a British citizen to become PM of India ? What a mockery, Congress has done to the Indian citizen & his family continude with GANDHI surname ? Reason India should be ""CONGRESS MUKT BHARAT""!",A British agent was compelled to take oath in the name of Queen.,0.1507
"Amul butter raid visuals are from Jahagir Puri, Delhi","Fake Amul Butter being made in illegal factory in Jahangir Puri, Delhi",0.4699
Wearing Mask To Protect From COVID-19 Causes Fungal Lung Infection;,People are starting to enter ERs with fungal lung infections from wearing masks.,0.5617
"""MSNBC announced Trump won 2020 election.""",MSNBC announces Ťrump on 2019 election,0.2937
"All Filipinos, whether rich or poor, are entitled to the government's cash assistance of P5,000 to P8,000",The claim: Naintim ba ng DSWD this?,0.0265
Burning camphor and inhaling the smell combats air pollution,Camphor can cure air pollution,0.2972
"The tests conducted at the 199 testing centres, as well as the mobile test centres, are all done within 24 hours.",The PM said tests done at regional test centres are already done in 24 hours.,0.3571
Video of a Maulvi in India beating a child indiscriminately,Video of a child in Madrasa,0.4646
Norway has reclassified the coronavirus as 'no more dangerous than ... flu',The claim: Norway was the first country to practice common sence,0.0775
"The EU did not help Britain during the Falklands War, and instead sent weapons to Argentina.",This is the decision of our nine partners in the European Community to join us in an arms embargo but also in stopping all imports from Argentina,0.1323
The new daily allowance for peers in the House of Lords is £323.,The new daily allowance for peers in the House of Lords is £323.,0.9998
"The EU has exported 41.6 million vaccines so far, 10 million of which were to the UK.",Covid-19 vaccines have been exported from the following?,0.0833
"The UK has signed an agreement that says for every asylum seeker it sends to Rwanda, it will bring back one vulnerable refugee to the UK.",The claim: More details on the resettlement of vulnerable refugees will be set in due course,0.1383
"Sen. Marco Rubio signed a 2021 letter that ""supports waivers that would reduce visual track inspections.""",The claim: “My 2021 letter calling for more track inspections was a letter call for deregulation.”,0.2232
"One in five Britons are resorting to 'DIY dentistry' due to a drought of NHS dental appointments, according to a recent poll.","The claim: For some patients, this meant using a temporary fill kit.",0.0625
The claim: Animal agriculture is the biggest contributor to climate change,The claim: Our products are completely animal free and plastic-free,0.2652
Taliban Flag hoisted in NEMA Office,"Nigeria has a terror-loving Pantami as minister, pampers Boko Haram terrorists, and pays murderous herdsmen",0.0
Monkeypox is only circulating in countries where the Pfizer COVID-19 vaccine is being distributed and is used to advance the Great Reset,"Monkeypox only circulates in vaccinated countries, there would be no problem with the immune system at least.",0.2909
A Facebook user is looking for their 87-year-old neighbour called Mr Andrew who went missing with his dog.,The claim: Our neighbor Andrew aged 87 took a stroll on Friday around 4:00 pm from #Bexleyheath,0.1053
"AirPods direct radiation and Bluetooth signals directly to the brain, Unless you want a brain tumour, I suggest you ditch the AirPods",Airpods directing radiation & Bluetooth signals directly into the brain,0.3108
"As announced by PM Modi - If you have a function/party in your house and a lot of food is being wasted, please call 1098 (Anywhere in India) - The Child Helpline people will collect the food",The Child Helpline will collect food for children,0.1389
हमदर्द का स्वामित्व एक इस्लामिक संस्था मुस्लिम वक्फ बोर्ड के पास है। इसके सारे कर्मचारी मुसलमान है।,The company making Ruhafza,0.0
Son locks mother at home for 10 days to go and protest in Shaheen Bagh,A video of a young woman who died of COVID-19 in Delhi,0.068
The Queen didn't die on 8 September.,The global recession is a PLANNED and COORDINATED attack to get us to submit to digital IDs and digital currency.,0.098
New gender pay gap figures reveal 8 out of 10 firms pay men more.,The gender wage gap is explained by the fact that after having children women are much more likely to work part-time.,0.1592
"""In Arizona, we have flood the zone with fake ballots.""",Video shows Mark Finchem flooding Arizona with fake ballots,0.3304
The claim: The Earth is flat because cities cannot be upside-down,The claim: “Flat earth” is the most dangerous for humans.,0.437
Tears of a Mother… The Debt on the Soul of Nation. #JusticeForRinkuSharma,The Debt on the Soul of Nation.,0.5964
Image of items served in an Uttar Pradesh Government school under the Mid-day meal scheme,Video of Mid Day meal of Uttar Pradesh Government School,0.3879
"Shingles has been renamed monkeypox. Herpes zoster, the virus which causes shingles, is included in Pfizer's list of adverse events for the Covid-19 vaccine, indicating monkeypox is caused by the vaccine.",Photo shows Shingles being renamed monkeypox,0.0442
"UP Police will not be able to check vehicles… Due to corruption issues, Uttar Pradesh CM Yogi Adityanath took this decision. Now only Traffic Police can check vehicles. The CM gave the guidelines after complaints received during vehicle checking",The UP Police will not be able to check vehicles.,0.2598
"""Biden admits $5 gas is being done on purpose"" and ""this has been his plan all along.""",The claim: Blames Putin admits its all part of his own plan,0.0909
"The living wage is £18,000 a year.","The living wage is £18,001 a year.",0.8648
A Facebook user needs help to identify a young cyclist left unconscious following a recent hit and run incident.,The police are not able to identify this little girl who was riding her bike and got involved in a Hit & run few hours ago in Coventry.,0.2546
"Various posts shared on social media platforms claims that monkeypox is the same as VAIDS, which is caused by Covid-vaccine. We fact-checked and found this claim to be False.",The claim: It’s not monkeypox. It's VAIDS,0.0833
"Lisa Murkowski, Susan Collins and Mitt Romney ""are pro-pedophile.""","Murkowski, Collins, and Romney are pro-pedophile",0.3837
