ground_truth_claim,generated_claim,meteor_score
"""I think I've done more for the black community than any other president, and let's take a pass on Abraham Lincoln, cause he did good although it's always questionable, you know in other words, the end result.""","""I can't stand back & watch this happen to a great American City, Minneapolis.""",0.1085
lotus root can prevent cancer,A social media post claims that eating unhealthy food can prevent cancer. We fact-checked and found this claim to be False.,0.433
R Madhavan lost his house to fund Rocketry,R Madhavan lost his house to fund Rocketry,0.999
colloidal silver can be used to treat COVID-19,Colloidal silver can treat COVID-19,0.6286
Claim: An 'anti-Black Lives Matter' flag replaced the American flag behind President Trump during a Waukesha campaign rally,"“Tonight in Wisconsin. First the anti-Black Lives Matter flag flew outside his rallies, then beside the American flag.”",0.3127
"Malala Yousafzai has been ""silent about the cries of women and children suffering at the hands of the Taliban."" 
",Twitter blocked out the name Bc and trying to cancel them online.,0.0711
Sky News said there were 2 million people at the People's Vote march on Saturday 19 October.,According to German TV (using some fancy crowd measurement technology) we may have underspun!! They say 2.2 million,0.0259
"Crowds queueing up at Bank of Baroda Al Ain Branch, UAE to close their accounts, after the statement by its CEO, that BoB will still fund Adani companies, after the exposé of Adani's fraud.

There are real consequences to electing criminals to Parliament…","Crowds queueing up at Bank of Baroda Al Ain Branch, UAE to close their accounts, after the statement by its CEO, that BoB will still fund Adani companies.There are real consequences to electing criminals to Parliament…",0.7792
"500,000 ballots in Virginia and 200,000 ballots in Nevada were sent to dead people, pets",The claim: Democrats in Virginia and Nevada have found dead people's names and pets,0.2997
The claim: President Donald Trump nominated himself to the Supreme Court,This is a video of a man being thrashed by the public.,0.0413
"The claim: A photo depicts a Dec. 12 march of 1 million Trump supporters in Washington, D.C.",“The 1 million for Trump March lived up to name.”,0.2209
Kerala Muslims protest against Tripura Violence.,Kerala Muslims protest against Tripura Violence,0.8676
Face masks cause cancer,Face masks cause cancer,0.9922
"The plight of Hindu girls madly in love with Muslim boys.

Wake up Hindus wake up",Hindu girls in love with Muslim boys,0.4324
"Messenger RNA COVID-19 vaccines aren't real vaccines, vaccination will turn body into 'virus-making factory'",mRNA operating system #mRNA #populationcontrol #zombieapocalypse #Premeditated,0.0
"""James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.""",“James Comey has 50 counts of TREASON.”,0.4144
A viral photo of jailed Afghan children is not from any prison in Sindh.,Video of a foreign minister going abroad on official trips for his country,0.0676
"Satochi, a tablet advertised as a treatment for diabetes, is approved by the FDA (Food and Drug Administration)",Video shows Nigerian president getting vaccinated against COVID-19,0.0
Trends of Aam Aadmi Party reaching Uttarakhand have started coming. Jago Hinduo Jago….,Trends of Aam Aadmi Party reaching Uttarakhand have started coming. Jago Hinduo jago…,0.935
LAS CONDES Y VITACURA TIENEN BLOQUEADA LA INDEXACIÓN DE TRANSPARENCIA ACTIVA DE GOOGLE Y OTROS BUSCADORES,This trabajo de @Muni_LasCondes y @muniVitacura dificulta el desarrollo de una democracia saludable.,0.0938
"China has produced first woman plastic, one thing is that, she doesn't have a soul, the end of the world is near.","China has produced first plastic woman, one thing is that she doesn’t have a soul, the end of the world is near",0.843
"Several social media posts claim the aphelion phenomenon will increase Earth's temperature till august. We fact-checked and found the claim to be False. The aphelion phenomenon affects the duration of weather, not the intensity.",Aphelion phenomenon cause climate change till August,0.1047
Some people were caught while hoarding hundreds of EVM machines in a strong room in Bina Bazar in Madhya Pradesh,"Modi, Shah, Election Commission",0.0
A video claiming that Rahul Gandhi refused to take aarti during Navaratri pooja is doing rounds on social media.,"Rahul Gandhi refuses to do aarti, why...?",0.2961
"""'Defunding' to a lot of people means break up the police forces, and either that or don't give them any money, so essentially they are breaking it up.""","“These THUGS are dishonoring the memory of George Floyd, and I won’t let that happen.”",0.1042
Video of 28 sadhus who were caught red handed while kidnapping children and removing their kidneys in Varanasi,28 sadhus caught red handed selling kidneys of children @Uppolice,0.406
"Says Joe Biden said ""Why am I doing this? Why? What is my real aim?""
","Joe Biden said, “Why am I doing this? Why? What is my real aim?”",0.8493
"It may not be the lost city of Atlantis, but a social media post questions whether another island – Australia – is also the product of fiction.","Australia doesn't exist. It's a hoax, made for us to believe that Britain moved over their criminals to someplace before they could see land ever again.",0.1027
"Says ""every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn't support was black, the candidate they picked ended up losing.""","“Every time this has happened in the past & the person they didn’t support was black, the candidate they picked ended up losing.”",0.5201
Rare pics of Sant Gajanan Maharaj,Four pics were going viral on WhatsApp said to be rare pics of Shegaon’s Gajanan Maharaj.,0.663
Irradiated food causes cancer,Radiated food causes cancer,0.7361
"Kamala Harris failed the bar exam on her first attempt, while Amy Coney Barrett graduated at the top of her law school class",“Kamala Harris failed the bar 1st time.”,0.2262
Those in the country illegally can be police officers in California,Illegals can now become police officers,0.3571
Nasal flu vaccines given to children contain strep A.,Flu nasal spray can treat strep A,0.3254
"""We will be over 290 electoral votes on Election Night ... no matter what they (Democrats) try to do, what kind of hijinks or lawsuits or whatever kind of nonsense they try to pull off.""","“If you speak with many smart Dems, they believe that Trump will be ahead on election night … and then [Dems will try to steal it back after the election.”",0.1573
Trump installed this wall at the White House on Election Day,A Facebook user has shared a photo with a red flag.,0.0
The claim: Democrat-led states where Trump was winning stopped counting votes on election night. This is election meddling.,“SWING STATES that are run by DEMOCRATS where TRUMP IS WINNING by massive margins (hundreds of thousands of votes) just STOP COUNTING for no reason at all.”,0.3114
"108 people died from Covid-19 in China on February 10th, one of the worst days so far.","Suicide, unfortunately, took more lives than the virus did",0.0549
The Conservatives have pushed millions of people into poverty after 12 years in government.,"People are being pushed into debt, poverty and destitution as the cost of living crisis continues to bite.",0.2258
Images show police presence during Black Lives Matter demonstrations compared to Capitol riot,Image shows security at the U.S. Capitol during a Black Lives Matter protest,0.4882
40 students admitted after vaccination in Kanpur,40 students admitted after vaccination in Kanpur,0.9985
"Left Lemur Dravidian Stocks won't talk about this

10,000 year old Maha Vishnu Statue, Gold earnings & parts of Earthen vessels were identified through Archaeological Excavation in Vadakupatti, Kanchipuram, Tamil Nadu",Left Lemur Dravidian Stocks won’t talk about this,0.2129
Health Minister Greg Hunt admitted no one in the country had died from a locally transmitted case of COVID-19.,The LNP allowed to disembark in Sydney to get the 2 LPN families off the death ship.,0.101
The claim: Resistance to COVID-19 vaccine mandates is responsible for supply chain backups,"Truckers (sic) that refuse the Jab have refused to drive into mandate states and cities. This is why the Ports, rail, and warehouses are all backed up.",0.1258
"Indian Air Force, Salute Indian Army","Indian Air Force, Salute Indian Army",0.9985
"Haldiram's group is currently under the ownership of a Muslim; Yogesh & Naresh, grandsons of Haldiram sold the company to a Muslim",Haldiram Namkeen is under the control of Muslims,0.1288
This river of South India appears on the new moon of Pitra Paksha and disappears on the new moon day of Deepawali.,Video of a river in South India that disappears on the new moon day of Deepawali,0.5282
The US Food and Drug Administration (FDA) has revoked a PCR Covid-19 test.,The MHRA is investigating Covid-19 vaccines.,0.0993
"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""","“After the assault weapons ban passed in 1994, there was a big drop in mass shooting deaths.”",0.5919
"Video shows President Joe Biden saying ""bingo"" after a reporter says: ""To gun owners out there who say, well, a Biden administration means they're going to come for my guns.""",The Real State of the Union.,0.0279
Vaccines have led to a significant rise in mortality and journalists are writing cover-up stories to explain away deaths.,Whoever did this is genius..,0.0
"Australia: Parents go furious as a video of children in Australia being taught how to pray in a mosque goes viral.

Furious parents accuse the school of brainwashing and Islamizing their children in the name of pleasing a migrant community.",Video shows children being taught how to pray in a mosque,0.2241
"NHS Test and Trace has employed about 20,000 staff.",£37 billion has been spent on NHS Test and Trace.,0.5569
"Deaths from Covid-19 vaccines are being miscategorised as deaths from ""Sudden Adult Death Syndrome"".",The claim: Video shows a man being thrashed by the police,0.0303
Tokyo Olympic 2021.... Wonderful closing Ceremony at the Olympics like each person was digitally programmed...,The closing ceremony at the Olympics was digitally programmed.,0.487
You can get a free iPhone 13 Pro Max from the government if you are on certain benefits.,You can get your iPhone 13 Pro Max from the government,0.542
"""Asteroid warning: NASA tracks a 4KM killer rock on approach - Could end human civilisation.""",A claim that asteroid 1998 OR2 will safely pass Earth by 3.9 million miles/6.2 million km.,0.0798
Trump got 74 million votes and there are only 133 million registered voters in the USA,Trump got 74 million votes and there are only 133 million registered voters in the USA,0.9999
On confirming a Supreme Court justice nominee in a presidential election year.,"“In light of these two events, I will support President @realDonaldTrump in any effort to move forward regarding the recent vacancy created by the passing of Justice Ginsburg.”",0.1333
"According to NHS England figures, the number of people whose death certificates show death from only coronavirus, i.e. no pre-existing condition, is 1,265.",Covid-19 vaccines cause blood clots,0.0
Reciting Sanatani Shloka at the funeral of Queen Elizabeth of Britain,Reciting Sanatani Shloka at the funeral of Queen Elizabeth of Britain,0.9996
"Sardar Gyan Singh Sohanpal is viral with a claim that Singh, a 10-time MLA is preparing to contest the election for the 11th time.",Sardar Gyan Singh Sohanpal is MLA for 10 consecutive times,0.218
Police have rescued newborn babies that were abandoned in multiple English towns and cities.,A newborn baby has been found in Leeds this morning by police.,0.2514
The EU has ordered organic farmers to treat sick animals with homeopathy in a new directive.,"The Department for Food and Rural Affairs (Defra) said, correctly, that farmers",0.0888
Track and Trace is costing UK taxpayers £37 billion.,The Channel Tunnel cost £12 billion to build.,0.1515
"Modi ji supporting both Shahrukh Khan and his movie Pathan against all odds

#ShahRukhKhan #Pathan #Modi",Modi ji supporting both Shahrukh Khan and his movie Pathan against all odds,0.6962
"A poll of 1,500 drivers by motoring campaign group Fair Fuel UK found 91% supported cyclists being forced to 'have road registration IDs'.","A Facebook post claims that cyclists who do break the law, do not need registration plates or insurance.",0.0787
Tornado at the Phillies game last night.,Tornado at the Phillies game last night,0.8848
Drink plenty of water,The coronavirus disease is a dry cough with sputum and runny nose.,0.0
144 years old buddhist monk,144 years old Buddhist monk,0.996
"Multiple posts on social media claim a young American woman is preparing to become the first human on Mars, and that she will never return to Earth, get married or have children.",Alyssa Carson is preparing to become the first human on Mars,0.271
A tweet is being shared widely with a screenshot of another tweet from the President's account that asks doctors to not charge some of their patients who cannot afford.,"1-12th school fees, 5.5 years college fees and SS fees.",0.0167
"In #बैंगलोर in #ChristUniversity in #ethnicday the song 'Bharat Ka Bachcha Bachcha, Jai Jai Shri Ram Bolega' was played in the middle… then look at #stundents of #जोश",Someone played Bharat ka Bachcha Baccha during an event in Christ University and the crowd went wild.#JaiShri Ram,0.1045
The World Health Organisation said that women of childbearing age should be banned from drinking alcohol.,The first draft of the 2021 government’s executive order will be discussed in the Senate.,0.117
On not confirming a Supreme Court justice nominee in a presidential election year.,"“In light of these two events, I will support President @realDonaldTrump in any effort to move forward regarding the recent vacancy created by the passing of Justice Ginsburg.”",0.1258
"The image shown is that of a man whose hand is infected, It is a disease.",This is another type of desease that is on board now this is from India plz I beg una share this to different kind of group for them to see this.,0.1546
People are performing Yoga in Japan un huge numbers,Surya Namaskar and Gayatri Mantra have spread to Japan and are being practiced there.,0.1042
"There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.","Mayor of Philadelphia Jim Kenney, Deputy Irish Consul General Eimear Friel and leading Pennsylvania business executives attending a business breakfast with the #IrelandNW2019 delegation in Philadelphia.",0.1099
A Facebook post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.,Former PM Laisenia Qarase passes away in Suva died from Covid-19,0.3055
Testosterone levels dropped by 50% in recent decades,Testosterone levels dropped by 50% in recent decades,0.9993
Post implies Moderna suing Pfizer for patent infringement proves the COVID-19 vaccine was developed before the pandemic,The claim: Post implies censorship is a hoax,0.1578
"An image of rising homicide rates in seven cities with the words, ""Welcome to President Biden's America.""","The claim: Video shows Joe Biden saying, ‘Welcome to President Biden’s America",0.2952
A man with dementia named Martin Jones is missing with his dog.,A man named Martin Jones has dementia.,0.5078
Viral video of Lord Ganesh from Nagpur,"Visuals of Ganesh idol at Pipla Hudkeshwar, Nagpur",0.2083
Greenwich council is set to remove a memorial stone to Lee Rigby.,Greenwich council are set to remove the lee Rigby stone that was laid at the Rigsby site on Friday night.,0.4987
Covid-19 infections have increased after the vaccines,The claim: Video shows elephants being thrown into a room,0.1351
Video shows Australian surgeon having stroke after 3 COVID-19 vaccine doses,Triple jabbed Australian surgeon stroked out mid-surgery,0.2411
Indian sprinter Hima Das won a gold medal in the Women's 400-metre race at the CWG 2022,Hima Das wins 400m Gold in CWG at Birmingham,0.2494
"Says he ""rebuilt the military""",The best is YET TO COME!,0.0714
"""Mike Lee advised Trump's legal challenges to overturn our election"" and ""was one of only two senators who was in on the scheme.""","“Senate Lee advised spurious legal attempts to overturn our election, kept quiet about the scheme to sabotage our democracy, and defended Jan 6th insurrectionists.”",0.2941
"In #Gujrat the broom will fly, dust will not be visible, the paw will not be visible because the people of Gujarat have decided to drive away #मोदी_हटाओ_देश_बचाओ #भाजपा @ArvindKejriwal  Gujarat. #मोदी_हटाओ_देश_बचाओ","In #Gujrat the broom will fly, dust will not be visible because the people of Gujarat have decided to drive away",0.5579
"Liquor mafia fighting, being intoxicated!

Law and order has broken down, Nitish Kumar is insensitive!!

Are the liquor mafia beating the police only? If the police is also not safe, then how will the general public be protected, Nitish Kumar?

#फर्जी_शराबबंदी

#JungleRajReturns",Video of police brutally thrashing people in Delhi,0.0103
China has closed down its last coronavirus hospital. Not enough new cases to support them.,China has closed down its last coronavirus hospital. Not enough new cases to support them.,0.9999
"The claim: Stacey Abrams had the Georgia governorship stolen for her by a 'corrupt' secretary of state, then registered 800,000 new voters",“Stolen election and voter suppression claims by Stacey Abrams were nothing but poll-tested rhetoric not supported by facts and evidence.”,0.1719
"Ian Austin, former Labour MP has said he won't vote for Labour.","Ken Clarke, former Conservative Chancellor, said he won’t vote for the conservatives.",0.3766
Image showing infiltrators who have entered into Assam,Video of Yogi Devnath saying he wants to remove the country from the floods,0.0
These images are all from Black Lives Matter protests in London last weekend.,Photos show the recent protests in the UK.,0.1893
Diane Abbott said that Chairman Mao did more good than harm.,President Joe Biden left his country on the verge of great economic success they’re having now.,0.0394
Leni Robredo said the Philippines is not a narco-state because the country's drug problem is huge.,Leni Robredo said Nigeria is a narco state,0.2624
"An audio on whatsapp appeared in Italy in the last few hours, it shows coronavirus deaths (Sars-Cov-2) closed in body bags abandoned in bulk in the corridors of a hospital in Bergamo. The video is only shared through whatsapp in Italy so it's impossible to give you an italian link.","“Los hospitals y morgues de Guayaquil, Ecuador, have llegado a su máxima capacidad para incinerar a los cuerpos infectados de coronavirus.”",0.0566
"During the 1918 flu pandemic, San Francisco residents formed the ""Anti-Mask League."" San Francisco ""was ultimately one of the cities that suffered the most with a high death rate.""",The anti-mask movement was a protest against the mandatory masking ordinance.,0.0893
People shouting 'Allahu Akbar' in Europe after the Coronavirus outbreak,Video of Muslims shouting ‘Allahu Akbar’ slogans during the COVID-19 pandemic,0.1339
Gin-soaked raisins be used to cure arthritic pain,Gin-soaked raisins can cure arthritic pain,0.6205
A Facebook post claims the COVID-19 crisis is the latest in a once-every-100-years historical pattern of pandemics.,The claim: Images show pandemics in the past 100 years,0.1445
The Washington Court has ordered to train Modi on Covid safety measures! Modi met the American delegates without wearing a mask properly. Hence the Court has ordered to train him on Covid safety measures.,Video of PM Modi giving away COVID-19 protection,0.0147
"In the federal trial of Ghislaine Maxwell, the judge issued a ""gag order"" and barred the media from the courtroom.",“Judge In Ghislaine Maxwell Trial Issues Media-Wide Gag Order: All Press & Spectators Barred From Courtroom.”,0.4012
Video of PM Narendra Modi revealing his formula to fool the poor people of this country,Video of PM Modi telling people to hide their dreams,0.1948
The claim: President Trump claimed doctors said 'they've never seen a body kill the coronavirus' like his body,"“Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately.”",0.0
"The Daily Mail front page on 11/11/2019 said ""An official report finds that Boris Johnson's Conservative party received donations from nine Russian donors with suspected links to the Kremlin. Does our Prime Minister choose to publsh [sic] it? No, Johnson PERSONALLY blocks publication of the report.""",A report shows that Boris Johnson’s Conservative party received donations from nine Russian donors with suspected links to the Kremlin.,0.3531
"Picture of the Virabhadreshwara temple that emerged while demolishing a Mosque in Raichur, Karnataka","Video of a temple being discovered in Raichur, Karnataka",0.4377
"To the end of 2021, there have been 156,924 deaths within 28 days of a positive Covid-19 test in the UK.",82.5-year-old has a Covid-19 vaccine.,0.0704
The same image of an elderly woman being vaccinated has been used by the media to show a woman called Joan being vaccinated in Manchester and a woman called Susan getting vaccinated in South Africa.,"The mainstream media doesn lie do they. Ever. They are your friend and where people suck down all their information and knowledge about the world from, instead of going out and looking and finding it themselves. I saw it on the BBC they say, or in the paper. Pathetic.",0.1184
"The COVID-19 vaccine doesn't stop virus spread, so it can't protect others",Pfizer CEO admits vaccine wasn't tested for transmission,0.0694
Rep. Lauren Boebert made an incorrect statement about the spy balloon.,"The Chinese spy balloon was 60K feet high, which is only about one mile.",0.3
Sonali Phogat's dance video captured in Goa on the night of her death,Video of PM Modi chanting ‘Pakistan’ slogans,0.0741
Lowe's has announced that everyone who shares this link will be sent a $150 coupon for its anniversary,Lowe’s has announced that everyone who shares this link will be sent a $150 coupon for its anniversary,0.9447
"Kari Lake's lawsuit ""exposes Arizona used no signature verification.""",Arizona lawsuit exposes Arizona used no signature verification.,0.63
"Video shows hidden theater ""where elites sacrifice kids.""",The claim: Video shows a conspiracy,0.1769
Congress MLA Anil Upadhyay speaking in support of CAA and NRC,Congress MLA Anil Upadhyay said unknowingly but said it right,0.3641
Coimbatore Corporation has built a toilet with two commodes next to each other without a wall between them.,Coimbatore Corporation has built a toilet with two commodes. But no doors,0.5261
There was a 1500 per cent increase in 2021 on the previous record year for miscarriages/stillbirths in the US.,“2009s held the previous record of about 250ish....deaths.”,0.1635
DMK should stop the casteism unleashed on VCK as they have power in their hands – Vaiko,Fake news template rigged in Kerala,0.0314
This is the Video of Late Congress Leader Ahmed Patel's Funeral,Ahmed Patel's funeral,0.3544
Video of Lions in Gir Forest survived Cyclone Tauktae,Video shows Lions of Gir Forest survived Cyclone Tauktae,0.8333
"The claim: In 2016, Trump said, ""Anyone being investigated by the FBI is not qualified to be the President of the United States"" on six different dates",“There is no evidence Trump ever made this statement or a statement similar to it on any of his appearances and rallies.”,0.0799
"Oxford is to trial a ""climate lockdown"" which will confine residents to their local neighbourhood and require them to ask permission to leave.",Traffic cameras are widely used in cities across the UK to manage congestion and support public transport.,0.0595
Visuals of a temple located in Madhya Pradesh's Anuppur district completely built using teak wood,"This Hindu temple 🚩भारत में मध्यप्रदेश के अनूपपुर जिलें में जगतजनी मां नर्मदा के जन्मस्थली अमरकंटक से कुछ ही दूरी पर ये निर्माणाधीन पूरी तरह से सागोन की लकड़ी से बन रहे हैंइस मंदिर में स्थापित ब्रह्मा,वर्ण,",0.0272
"""Attorney General Garland is weaponizing the DOJ by using the FBI to pursue concerned parents and silence them through intimidation. Florida will defend the free speech rights of its citizens and will not allow federal agents to squelch dissent.""",Florida will defend the free speech rights of its citizens and will not allow federal agents to squelch dissent,0.4679
The vaccine for coronavirus existed since 2001 and 19 years later they say there is no vaccine,19 years later they say there is no vaccine.,0.5518
"""Michigan sends absentee ballot applications to 7.7 million people"" and ""this was done illegally and without authorization."" ",“Michigan sends absentee ballot applications to 7.7 million people ahead of Primaries and the General Election.”,0.5018
The World Health Organisation boss has announced the approach of another pandemic - the Marburg virus.,"This brave Australian pilot is facing termination for not submitting to the company’s demands of no vaccine, no job",0.0571
"Had gone to get India closed. In Papalaj, Rajasthan, the public thrashed him badly and blackened his face.
","Video of a man thrashing the public in Pankaj, Rajasthan",0.204
"Says the ""when the looting starts, the shooting starts,"" phrase ""means two things, very different things. One is, if there's looting, there's probably going to be shooting, and that's not as a threat, that's really just a fact, because that's what happens. And the other is, if there's looting, there's going to be shooting.""","“These THUGS are dishonoring the memory of George Floyd, and I won’t let that happen.”",0.0553
Pregnant women are 22 times more likely to die from Covid-19 than other women.,Covid-19 in pregnancy can be lethal,0.0355
"Nehru is taking OATH in Britain as a British citizen to become PM of India ? What a mockery, Congress has done to the Indian citizen & his family continude with GANDHI surname ? Reason India should be ""CONGRESS MUKT BHARAT""!",A British agent was compelled to take oath in the name of queen.,0.1507
"Amul butter raid visuals are from Jahagir Puri, Delhi","Fake Amul Butter being made in a illegal factory in Jahangir Puri, Delhi.",0.461
Wearing Mask To Protect From COVID-19 Causes Fungal Lung Infection;,Gargling masks can cause fungal lung infections,0.4566
"""MSNBC announced Trump won 2020 election.""",US President Donald Trump won the 2021 election,0.2871
"All Filipinos, whether rich or poor, are entitled to the government's cash assistance of P5,000 to P8,000",The Philippine government is investigating the COVID-19 vaccines.,0.0529
Burning camphor and inhaling the smell combats air pollution,Camphor can cure air pollution,0.2972
"The tests conducted at the 199 testing centres, as well as the mobile test centres, are all done within 24 hours.",Covid-19 tests are being done in 24 hours.,0.2272
Video of a Maulvi in India beating a child indiscriminately,Video of a child being thrashed in Madrasa,0.4551
Norway has reclassified the coronavirus as 'no more dangerous than ... flu',Norway is the first country to practice common sence,0.0794
"The EU did not help Britain during the Falklands War, and instead sent weapons to Argentina.",The EU has decided to stop all imports from Argentina.,0.215
The new daily allowance for peers in the House of Lords is £323.,The monthly allowance for a single person over 25 on Universal Credit is £317.82.,0.2638
"The EU has exported 41.6 million vaccines so far, 10 million of which were to the UK.",The UK has exported 41.6 million vaccines.,0.3924
"The UK has signed an agreement that says for every asylum seeker it sends to Rwanda, it will bring back one vulnerable refugee to the UK.",More details on the resettlement of vulnerable refugees will be set out in due course,0.1182
"Sen. Marco Rubio signed a 2021 letter that ""supports waivers that would reduce visual track inspections.""",“First @SecretaryPete was m.i.a. on the derailment.”,0.0273
"One in five Britons are resorting to 'DIY dentistry' due to a drought of NHS dental appointments, according to a recent poll.","For some patients, this meant using a temporary “filling kit”.",0.0628
The claim: Animal agriculture is the biggest contributor to climate change,“Our products are completely animal free and plastic-free.”,0.042
Taliban Flag hoisted in NEMA Office,"The claim: Nigeria has a terror-loving Pantami as minister, pampers Boko Haram terrorists, and pays murderous herdsmen",0.0
Monkeypox is only circulating in countries where the Pfizer COVID-19 vaccine is being distributed and is used to advance the Great Reset,Monkeypox is only circulating in vaccinated countries,0.2792
A Facebook user is looking for their 87-year-old neighbour called Mr Andrew who went missing with his dog.,Mr Andrew aged 87 has gone missing with his dog.,0.3801
"AirPods direct radiation and Bluetooth signals directly to the brain, Unless you want a brain tumour, I suggest you ditch the AirPods","Airpods direct radiation and Bluetooth signals directly into the brain. Unless you want a brain tumour, I suggest you throw them in the bin.",0.8166
"As announced by PM Modi - If you have a function/party in your house and a lot of food is being wasted, please call 1098 (Anywhere in India) - The Child Helpline people will collect the food","As announced by PM Modi – If you have a function/party in your house and a lot of food is being wasted, please call 1098 (Anywhere in India) – The Child Helpline people will collect the food… Please spread this message everywhere so that many children can be helped.",0.8929
हमदर्द का स्वामित्व एक इस्लामिक संस्था मुस्लिम वक्फ बोर्ड के पास है। इसके सारे कर्मचारी मुसलमान है।,The company making Ruhafza – Hamdard,0.0
Son locks mother at home for 10 days to go and protest in Shaheen Bagh,Video of a woman being thrown into a room in Delhi,0.0342
The Queen didn't die on 8 September.,The global recession is a PLANNED and COORDINATED attack to get us to submit to digital IDs and currency i.e. a Chinese style social credit system!,0.0917
New gender pay gap figures reveal 8 out of 10 firms pay men more.,“After having children women are much more likely than men to work part-time.”,0.0993
"""In Arizona, we have flood the zone with fake ballots.""","“In Arizona, it’s flood the zone with fake ballots.”",0.7064
The claim: The Earth is flat because cities cannot be upside-down,Research flat earth,0.0833
Tears of a Mother… The Debt on the Soul of Nation. #JusticeForRinkuSharma,Tears of a Mother… The Debt on the Soul of Nation. #JusticeForRinkuSharma,0.9998
Image of items served in an Uttar Pradesh Government school under the Mid-day meal scheme,Mid day meal of Uttar Pradesh Government School,0.3934
"Shingles has been renamed monkeypox. Herpes zoster, the virus which causes shingles, is included in Pfizer's list of adverse events for the Covid-19 vaccine, indicating monkeypox is caused by the vaccine.",The claim: Herpes zoster is the same disease as monkeypox,0.124
"UP Police will not be able to check vehicles… Due to corruption issues, Uttar Pradesh CM Yogi Adityanath took this decision. Now only Traffic Police can check vehicles. The CM gave the guidelines after complaints received during vehicle checking","UP Police will not be able to check vehicles… Due to corruption issues, Uttar Pradesh CM Yogi Adityanath took this decision. Now only Traffic Police can check vehicle. The CM gave the guidelines after complaints received during vehicle checking.",0.9968
"""Biden admits $5 gas is being done on purpose"" and ""this has been his plan all along.""",“Biden admits its all part of his own plan.”,0.1947
"The living wage is £18,000 a year.","If the living wage is £18,500 a year why are our pensioners only receiving £8.0,0a year and still having to pay for a TV license.",0.6476
A Facebook user needs help to identify a young cyclist left unconscious following a recent hit and run incident.,A Facebook user needs help to identify a young cyclist injured in a hit and run in Coventry.,0.7466
"Various posts shared on social media platforms claims that monkeypox is the same as VAIDS, which is caused by Covid-vaccine. We fact-checked and found this claim to be False.",Monkeypox is not VAIDS,0.0514
"Lisa Murkowski, Susan Collins and Mitt Romney ""are pro-pedophile.""","“Murkowski, Collins, and Romney are pro-pedophile.”",0.4932
"Kary B Mullis, inventor of PCR tests, said they cannot detect free infectious viruses.",PCR tests cannot detect free infectious viruses,0.4669
abortions are never medically necessary,abortions are never medically necessary,0.996
"Says Marjorie Taylor Greene said ""246 years ago Jesus Christ performed his miracle of making a single days worth of bullets last 8 days.""",The claim: Video shows a man singing ‘Happy Independence Day’,0.0391
"Britain Mata Ki Jai. This photo is hard to find, should reach every phone. Let everyone know who is the traitor of the country. When the whole country was fighting with the British, some traitors were saluting the Queen of England. I have heard that their descendants call themselves patriots","Britain Mata Ki Jai. This photo is hard to find, should reach every phone. Let everyone know who is the traitor of the country. When the whole country was fighting with the British, some traitors were saluting the Queen of England.",0.853
4000 RSS workers arrested,Is this what they were doing to free Bangladesh?,0.0
People are dying due to lack of oxygen; our Health Minister is cutting ladyfinger,People are dying due to lack of oxygen; our Health Minister is cutting ladyfinger,0.9999
"Says Voltaire said, ""To learn who rules over you, simply find out who you are not allowed to criticize.""
",Fauci said he is science,0.0226
Wresting video of godman Bageshwar Dham Sarkar,Pandit Dhirendra Krishna Shastri beats a washerman in Bageshwar Dham,0.2568
The Government of India's Digitize India Platform (DIP) is providing part-time income for digitizing old government documents,Digitize India platform is a portal where you can actually convert older documents into data with the help of a smart device.,0.311
The EU 'divorce bill' will cost £42 billion.,The government spent £1.5 billion on COVID-19 payments in January 2022.,0.1471
On 8 May 2021 the Genocide Act was repealed. Genocide is now legal.,Genocide Act 1969 has been repealed.,0.1408
"""There's danger involved in drop boxes. People need to think about it. Okay. Imagine someone decides 'oh, there's a drop box I'm just going to put some explosive and and blow it up and burn all of those ballots' and now those votes don't count at all.""","Marco Rubio said he worries about ""public confidence"" in election procedures",0.0368
"""California sends 440,000 ballots to ineligible voters.","The claim: California sends 440,001 ballots to ineligible voters",0.6471
monkeypox virus was made in Wuhan's lab,monkeypox can be used as a vaccine,0.0633
"Ukrainian President Zelensky and Wife in their younger n happy days. Hmmm.. how, just in one mad moment, your life can turn upside down. Truly, life is an unfathomable paradox. This can happen to anyone of us. Just Pray","Ukrainian President Zelensky and Wife in their younger n happy days. Hmmm.. How, just in one mad moment, your life can turn upside down. Truly, life is an unfathomable paradox. This can happen to anyone of us. Just Pray",1.0
"Every year Sudha Murthy, wife of founder Infosys, spends one day selling vegetables to get rid of Ego.","Sudha Murthy, wife of founder Infosys, spends one year selling vegetables to get rid of Ego",0.8676
"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""",“The only court packing is going on right now -- it’s going to with Republicans getting the court now. It's not constitutional.”,0.2809
70% of Conservative constituencies and 60% of Labour constituencies voted to Leave in the EU referendum.,"""If a constituency voted, unless I flagged up a result as being known exact.""",0.1352
