ground_truth_claim,generated_claim,meteor_score
"Says Joe Biden ""is restricting travel for Americans into Mexico, but is keeping the border wide open for illegal aliens to walk right into our country.""",Says NASCAR “bans the confederate flag but FORCES all their drivers to do Muslim prayer.”,0.0868
"If you have migraines just put a little bit under your tongue, within minutes you will feel your migraine easing up",Putting a little bit under your tongue will ease up your migraine,0.5608
Photo of Aamir Khan's ex-wife Kiran Rao walking alone on a street after her divorce,Photo of Aamir Khan’s ex-wife Kiran Rao walking alone on a street after her divorce,0.9306
"""The White House presented commemorative coins"" dedicated to Ukraine President Volodymyr Zelenskyy.
",The White House presented commemorative coins to Ukraine President Volodymyr Zelenskyy,0.7512
Electromagnetic field radiation from 5G has 'an enormous impact on your immune system',Electromagnetic field radiation from 5G has 'an enormous impact on your immune system',0.9998
A Facebook post says South African Police were being attacked by Nigerians in Johannesburg,A Facebook post says South African Police were being attacked by Nigerians in Johannesburg,0.9998
Denmark government has passed legislation to take away voting rights from the Muslim population.,Denmark government has passed legislation to take away voting rights from the Muslim population.,0.9999
The claim: A representative of Gov. Greg Abbott offered to pay the family of a Uvalde victim to oppose gun restrictions,Pakistan is in safe hands of leaders like Billawal Bhutto...they want Kashmir...,0.0225
"At the Kolkata Film Festival, Mamata Banerjee asked Arijit Singh to sing one of his favourites and he chose रंग दे तू मोहे गेरुआ…

It was an evening of realisations. From Mr Bachchan to Arijit, who reminded Mamata Banerjee, in her backyard, that the future of Bengal is saffron…",Singer Arijit Singh sang Bengali song 'Aaj Tak',0.0303
Tamarind and sugar can cure headache,Tamarind and sugar can cure headache,0.9977
The claim: Former President Barack Obama jokingly tweeted about President Donald Trump's Twitter ban,"Barack Obama took 33 million documents, many of which are classified, to Chicago",0.1607
What Allen West got wrong about COVID-19 and treatments,"""I would do press events in May, I would never be asked about coronavirus.''",0.0505
Toddler skull X-rays are terrifying,Toddler skull X-rays are terrifying,0.996
The claim: Facebook is banning President Donald Trump from advertising on the social media site,Facebook is banning Trump from advertising for president.,0.4395
"Fact-checking the Democratic presidential debate in Manchester, New Hampshire","Says that Amazon ""is literally paying zero in taxes.""",0.049
A Facebook post claims New Zealand's national debt has risen to more than $NZ120 billion.,New Zealand is the most in debt in the world.,0.1824
"Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with.""","""Just left Dayton, Ohio, where I met with the Victims & families, Law Enforcement, Medical Staff & First Responders. It was a warm & wonderful visit. Tremendous enthusiasm & even Love.""",0.1447
"""I think I've done more for the black community than any other president, and let's take a pass on Abraham Lincoln, cause he did good although it's always questionable, you know in other words, the end result.""","""'Defunding' to a lot of people means break up the police forces, and either that or don't give them any money, so they are breaking it up.""",0.1615
lotus root can prevent cancer,lotus root can prevent cancer,0.996
R Madhavan lost his house to fund Rocketry,R Madhavan lost his house to fund Rocketry,0.999
colloidal silver can be used to treat COVID-19,colloidal silver can be used to treat COVID-19,0.999
Claim: An 'anti-Black Lives Matter' flag replaced the American flag behind President Trump during a Waukesha campaign rally,The American flag was replaced by an anti-Black Lives Matter flag behind President Trump during a Waukesha campaign rally,0.7828
"Malala Yousafzai has been ""silent about the cries of women and children suffering at the hands of the Taliban."" 
",Malala Yousafzai has been “silent about the cries of women and children suffering at the hands of the Taliban.”,0.9086
Sky News said there were 2 million people at the People's Vote march on Saturday 19 October.,Sky News said there were 2 million people at the People’s Vote march on Saturday 19 October.,0.9418
"Crowds queueing up at Bank of Baroda Al Ain Branch, UAE to close their accounts, after the statement by its CEO, that BoB will still fund Adani companies, after the exposé of Adani's fraud.

There are real consequences to electing criminals to Parliament…","Crowds queueing up at Bank of Baroda Al Ain Branch, UAE to close their accounts, after the statement by its CEO, that BoB will still fund Adani companies, afterthe exposé of Adani’s fraud. There are real consequences to electing criminals to Parliament...",0.9159
"500,000 ballots in Virginia and 200,000 ballots in Nevada were sent to dead people, pets","“500,000 mail in ballots found in Virginia and 200,000 in Nevada with dead peoples names and pets.”",0.5417
The claim: President Donald Trump nominated himself to the Supreme Court,The German government said investigating COVID-19 vaccines would be dangerous for democracy.,0.0413
"The claim: A photo depicts a Dec. 12 march of 1 million Trump supporters in Washington, D.C.","A photo depicts a Dec. 12 march of 1 million Trump supporters in Washington, D.C.",0.8629
Kerala Muslims protest against Tripura Violence.,Kerala Muslims protest against Tripura Violence.,0.9985
Face masks cause cancer,Face masks cause cancer,0.9922
"The plight of Hindu girls madly in love with Muslim boys.

Wake up Hindus wake up",Video shows Hindu girls madly in love with Muslim boys,0.4903
"Messenger RNA COVID-19 vaccines aren't real vaccines, vaccination will turn body into 'virus-making factory'","Messenger RNA COVID-19 vaccines aren't real vaccines, vaccination will turn body into 'virus-making factory'",0.9999
"""James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.""",Says “James Comey has 50 counts of TREASON. And John Brennan has 48 counts.”,0.7861
A viral photo of jailed Afghan children is not from any prison in Sindh.,"Photo of Foreign Minister of Sindh province, Safi Sahab, travelling on a private jet.",0.1645
"Satochi, a tablet advertised as a treatment for diabetes, is approved by the FDA (Food and Drug Administration)","Satochi, a tablet advertised as a treatment for diabetes, is approved by the FDA (Food and Drug Administration)",1.0
Trends of Aam Aadmi Party reaching Uttarakhand have started coming. Jago Hinduo Jago….,Trends of Aam Aadmi Party reaching Uttarakhand have started coming,0.6893
LAS CONDES Y VITACURA TIENEN BLOQUEADA LA INDEXACIÓN DE TRANSPARENCIA ACTIVA DE GOOGLE Y OTROS BUSCADORES,"“Blockado a Google y otros buscadores para que los documentos, que están published, permanezcan escondidos en el sitio web.”",0.2362
"China has produced first woman plastic, one thing is that, she doesn't have a soul, the end of the world is near.","China has produced first woman plastic, one thing is that, she doesn't have a soul, the end of the world is near.",1.0
"Several social media posts claim the aphelion phenomenon will increase Earth's temperature till august. We fact-checked and found the claim to be False. The aphelion phenomenon affects the duration of weather, not the intensity.",aphelion phenomenon cause cold weather till August,0.1246
Some people were caught while hoarding hundreds of EVM machines in a strong room in Bina Bazar in Madhya Pradesh,"Farsh Breaking News, Modi, Shah, Election Commission",0.0
A video claiming that Rahul Gandhi refused to take aarti during Navaratri pooja is doing rounds on social media.,"Rahul Gandhi refuses to do aarti, why...?",0.2961
"""'Defunding' to a lot of people means break up the police forces, and either that or don't give them any money, so essentially they are breaking it up.""",Fact-checking Donald Trump’s Fox News interview on police brutality protests,0.0153
Video of 28 sadhus who were caught red handed while kidnapping children and removing their kidneys in Varanasi,28 Sadhus caught red handed selling kidneys of children,0.4107
"Says Joe Biden said ""Why am I doing this? Why? What is my real aim?""
",Joe Biden said “Why am I doing this? Why? What is my real aim?”,0.8536
"It may not be the lost city of Atlantis, but a social media post questions whether another island – Australia – is also the product of fiction.",Australia does not exist.,0.1187
"Says ""every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn't support was black, the candidate they picked ended up losing.""","“Every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn't support was black, the candidate they picked ended up losing.""",0.9485
Rare pics of Sant Gajanan Maharaj,Rare pics of Sant Gajanan Maharaj,0.9977
Irradiated food causes cancer,Irradiated food causes cancer,0.9922
"Kamala Harris failed the bar exam on her first attempt, while Amy Coney Barrett graduated at the top of her law school class",Amy Coney Barrett graduated at the top of her law school class,0.5262
Those in the country illegally can be police officers in California,Those in the country illegally can be police officers in California,0.9996
Nasal flu vaccines given to children contain strep A.,Nasal flu vaccines given to children contain strep A.,0.9995
"""We will be over 290 electoral votes on Election Night ... no matter what they (Democrats) try to do, what kind of hijinks or lawsuits or whatever kind of nonsense they try to pull off.""","“If you speak with many smart Dems, they believe that Trump will be ahead on election night ... and then [Dems will] try to steal it back after the election.”",0.1972
Trump installed this wall at the White House on Election Day,Trump installed this wall at the White House on Election Day,0.9996
The claim: Democrat-led states where Trump was winning stopped counting votes on election night. This is election meddling.,Democrat-led states stopped counting votes on election night to avoid calling a Trump victory,0.4394
"108 people died from Covid-19 in China on February 10th, one of the worst days so far.","108 people died from Covid-19 in China on February 10th, one of the worst days so far.",0.9999
The Conservatives have pushed millions of people into poverty after 12 years in government.,The Conservatives have pushed millions of people into poverty after 12 years in government.,0.9999
Images show police presence during Black Lives Matter demonstrations compared to Capitol riot,Images show police presence during Black Lives Matter demonstrations compared to Capitol riot,0.9998
40 students admitted after vaccination in Kanpur,40 students admitted after vaccination in Kanpur,0.9985
"Left Lemur Dravidian Stocks won't talk about this

10,000 year old Maha Vishnu Statue, Gold earnings & parts of Earthen vessels were identified through Archaeological Excavation in Vadakupatti, Kanchipuram, Tamil Nadu","Left Lemur Dravidian Stocks won't talk about this 10,000 year old Maha Vishnu Statue, Gold earnings & parts of Earthen vessels were identified through Archaeological Excavation in Vadakupatti, Kanchipuram, Tamil Nadu",1.0
Health Minister Greg Hunt admitted no one in the country had died from a locally transmitted case of COVID-19.,A social media post claims Australian Health Minister Greg Hunt admitted no one in the country had died from a locally transmitted case of COVID-19.,0.9708
The claim: Resistance to COVID-19 vaccine mandates is responsible for supply chain backups,Resistance to COVID-19 vaccine mandates is responsible for supply chain backups,0.8026
"Indian Air Force, Salute Indian Army","Indian Air Force, Salute Indian Army",0.9985
"Haldiram's group is currently under the ownership of a Muslim; Yogesh & Naresh, grandsons of Haldiram sold the company to a Muslim",Haldiram Naamkeen is now under the control of Muslims,0.1282
This river of South India appears on the new moon of Pitra Paksha and disappears on the new moon day of Deepawali.,These photos show the Aravu river in South India,0.1461
The US Food and Drug Administration (FDA) has revoked a PCR Covid-19 test.,The US Food and Drug Administration (FDA) has revoked a PCR Covid-19 test.,0.9999
"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""","After the assault weapon ban passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.",0.8855
"Video shows President Joe Biden saying ""bingo"" after a reporter says: ""To gun owners out there who say, well, a Biden administration means they're going to come for my guns.""","Video shows President Joe Biden saying ""this s--- will turn your pacemaker off.""",0.2417
Vaccines have led to a significant rise in mortality and journalists are writing cover-up stories to explain away deaths.,The claim: Shoppers in China force way into supermarket amid novel coronavirus epidemic,0.0258
"Australia: Parents go furious as a video of children in Australia being taught how to pray in a mosque goes viral.

Furious parents accuse the school of brainwashing and Islamizing their children in the name of pleasing a migrant community.",A video of children being taught how to pray in a mosque in Australia.,0.3179
"NHS Test and Trace has employed about 20,000 staff.",£37 billion has been spent on NHS Test and Trace so far.,0.5461
"Deaths from Covid-19 vaccines are being miscategorised as deaths from ""Sudden Adult Death Syndrome"".",Sads,0.0
Tokyo Olympic 2021.... Wonderful closing Ceremony at the Olympics like each person was digitally programmed...,Tokyo Olympic 2021.... Wonderful closing Ceremony at the Olympics like each person was digitally programmed...,0.9999
You can get a free iPhone 13 Pro Max from the government if you are on certain benefits.,People on certain benefits can get a free iPhone 13 Pro Max from the government.,0.7989
"""Asteroid warning: NASA tracks a 4KM killer rock on approach - Could end human civilisation.""",“Asteroid warning: NASA tracks a 4KM killer rock on approach - Could end human civilisation.”,0.8946
Trump got 74 million votes and there are only 133 million registered voters in the USA,The claim: There are just 133 million registered voters in the US,0.5056
On confirming a Supreme Court justice nominee in a presidential election year.,On not confirming a Supreme Court justice nominee in a presidential election year.,0.9906
"According to NHS England figures, the number of people whose death certificates show death from only coronavirus, i.e. no pre-existing condition, is 1,265.","Nearly 40,000 people have died of Covid-19 in England.",0.0763
Reciting Sanatani Shloka at the funeral of Queen Elizabeth of Britain,Reciting Sanatani Shloka at the funeral of Queen Elizabeth of Britain,0.9996
"Sardar Gyan Singh Sohanpal is viral with a claim that Singh, a 10-time MLA is preparing to contest the election for the 11th time.","Sardar Gyan Singh Sohanpal is viral with a claim that Singh, a 10-time MLA is preparing to contest the election for the 11th time.",1.0
Police have rescued newborn babies that were abandoned in multiple English towns and cities.,Police have rescued newborn babies that were abandoned in multiple English towns and cities.,0.9999
The EU has ordered organic farmers to treat sick animals with homeopathy in a new directive.,The EU has ordered organic farmers to treat sick animals with homeopathy in a new directive.,0.9999
Track and Trace is costing UK taxpayers £37 billion.,The Channel Tunnel cost £12 billion to build in today’s money.,0.1442
"Modi ji supporting both Shahrukh Khan and his movie Pathan against all odds

#ShahRukhKhan #Pathan #Modi",Modi ji supporting both Shahrukh Khan and his movie Pathan against all odds #ShahRukhKhan #Pathan #Modi,0.9999
"A poll of 1,500 drivers by motoring campaign group Fair Fuel UK found 91% supported cyclists being forced to 'have road registration IDs'.",There is a live criminal investigation into the Covid-19 vaccine programme.,0.061
Tornado at the Phillies game last night.,Tornado at the Phillies game last night,0.8848
Drink plenty of water,These are advices on coronavirus prevention,0.0
144 years old buddhist monk,144 years old buddhist monk,0.996
"Multiple posts on social media claim a young American woman is preparing to become the first human on Mars, and that she will never return to Earth, get married or have children.",Alyssa Carson is preparing to become the first human on Mars and will never return to earth.,0.4767
A tweet is being shared widely with a screenshot of another tweet from the President's account that asks doctors to not charge some of their patients who cannot afford.,A tweet is being shared widely with a screenshot of another tweet from the President’s account that asks doctors to not charge some of their patients who cannot afford.,0.9656
"In #बैंगलोर in #ChristUniversity in #ethnicday the song 'Bharat Ka Bachcha Bachcha, Jai Jai Shri Ram Bolega' was played in the middle… then look at #stundents of #जोश",Someone played Bharat ka Bachcha Bachcha during an event in Christ University and the crowd went wild... #JaiShriRam,0.1709
The World Health Organisation said that women of childbearing age should be banned from drinking alcohol.,The World Health Organisation said that women of childbearing age should be banned from drinking alcohol.,0.9999
On not confirming a Supreme Court justice nominee in a presidential election year.,On not confirming a Supreme Court justice nominee in a presidential election year.,0.9998
"The image shown is that of a man whose hand is infected, It is a disease.",Video of a man being attacked with sticks is from India,0.1156
People are performing Yoga in Japan un huge numbers,People are performing Yoga in Japan un huge numbers,0.9993
"There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.","There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.",0.9999
A Facebook post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.,A Facebook post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.,0.9999
Testosterone levels dropped by 50% in recent decades,Testosterone levels dropped by 50% in recent decades,0.9993
Post implies Moderna suing Pfizer for patent infringement proves the COVID-19 vaccine was developed before the pandemic,Former Vice President Joe Biden emailed to let you know that he's starting a podcast about the 2020 election.,0.0287
"An image of rising homicide rates in seven cities with the words, ""Welcome to President Biden's America.""",Welcome to President Biden's America.,0.341
A man with dementia named Martin Jones is missing with his dog.,A man with dementia named Martin Jones is missing with his dog.,0.9998
Viral video of Lord Ganesh from Nagpur,"Visuals of Ganesh idol which is being displayed at Pipla Hudkeshwar, Nagpur",0.1974
Greenwich council is set to remove a memorial stone to Lee Rigby.,Greenwich council is set to remove a memorial stone to Lee Rigby.,0.9998
Covid-19 infections have increased after the vaccines,Covid-19 infections have increased after the vaccines,0.9985
Video shows Australian surgeon having stroke after 3 COVID-19 vaccine doses,Video shows Australian surgeon having stroke after 3 COVID-19 vaccine doses,0.9996
Indian sprinter Hima Das won a gold medal in the Women's 400-metre race at the CWG 2022,India wins 400m gold at CWG 2022,0.1868
"Says he ""rebuilt the military""","Says he ""destroyed ISIS.""",0.5357
"""Mike Lee advised Trump's legal challenges to overturn our election"" and ""was one of only two senators who was in on the scheme.""",“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”,0.8613
"In #Gujrat the broom will fly, dust will not be visible, the paw will not be visible because the people of Gujarat have decided to drive away #मोदी_हटाओ_देश_बचाओ #भाजपा @ArvindKejriwal  Gujarat. #मोदी_हटाओ_देश_बचाओ",Video of a man spitting on a broom in Gujarat,0.0541
"Liquor mafia fighting, being intoxicated!

Law and order has broken down, Nitish Kumar is insensitive!!

Are the liquor mafia beating the police only? If the police is also not safe, then how will the general public be protected, Nitish Kumar?

#फर्जी_शराबबंदी

#JungleRajReturns",Photo of a Muslim shrine located at old Delhi railway station platform,0.0
China has closed down its last coronavirus hospital. Not enough new cases to support them.,China has closed down its last coronavirus hospital. Not enough new cases to support them.,0.9999
"The claim: Stacey Abrams had the Georgia governorship stolen for her by a 'corrupt' secretary of state, then registered 800,000 new voters",Stacey Abrams “stolen the election” in Georgia,0.159
"Ian Austin, former Labour MP has said he won't vote for Labour.","Ian Austin, former Labour MP has said he won’t vote for Labour.",0.8594
Image showing infiltrators who have entered into Assam,Photo of a Muslim shrine located at old Delhi railway station platform,0.0
These images are all from Black Lives Matter protests in London last weekend.,Images show police brutality during New Zealand anti-government protests,0.0741
Diane Abbott said that Chairman Mao did more good than harm.,Diane Abbott said that Chairman Mao did more good than harm.,0.9997
Leni Robredo said the Philippines is not a narco-state because the country's drug problem is huge.,Leni Robredo said the Philippines is not a narco-state because the country's drug problem is huge.,0.9999
"An audio on whatsapp appeared in Italy in the last few hours, it shows coronavirus deaths (Sars-Cov-2) closed in body bags abandoned in bulk in the corridors of a hospital in Bergamo. The video is only shared through whatsapp in Italy so it's impossible to give you an italian link.","“LOS hospitales y morgues de Guayaquil, Ecuador, han llegado a su máxima capacidad para incinerar a los cuerpos infectados de coronavirus.”",0.0377
"During the 1918 flu pandemic, San Francisco residents formed the ""Anti-Mask League."" San Francisco ""was ultimately one of the cities that suffered the most with a high death rate.""","During the 1918 flu pandemic, San Francisco residents formed the “Anti-Mask League.” San Francisco “was one of the cities that suffered the most with a high death rate.”",0.808
People shouting 'Allahu Akbar' in Europe after the Coronavirus outbreak,Taking lemon drops into your nose kills Coronavirus,0.0467
Gin-soaked raisins be used to cure arthritic pain,Gin-soaked raisins be used to cure arthritic pain,0.999
A Facebook post claims the COVID-19 crisis is the latest in a once-every-100-years historical pattern of pandemics.,A Facebook post claims the COVID-19 crisis is the latest in a once-every-100-years historical pattern of pandemics.,0.9999
The Washington Court has ordered to train Modi on Covid safety measures! Modi met the American delegates without wearing a mask properly. Hence the Court has ordered to train him on Covid safety measures.,Video of Union Minister Harsh Vardhan assaulted by the public,0.0146
"In the federal trial of Ghislaine Maxwell, the judge issued a ""gag order"" and barred the media from the courtroom.",The claim: The judge in Ghislaine Maxwell's trial issued a “gag order” and barred the media from the courtroom,0.7201
Video of PM Narendra Modi revealing his formula to fool the poor people of this country,Photo of a Muslim shrine located at old Delhi railway station platform,0.0321
The claim: President Trump claimed doctors said 'they've never seen a body kill the coronavirus' like his body,President Donald Trump claimed doctors said 'they've never seen a body kill the coronavirus' like his body,0.8648
"The Daily Mail front page on 11/11/2019 said ""An official report finds that Boris Johnson's Conservative party received donations from nine Russian donors with suspected links to the Kremlin. Does our Prime Minister choose to publsh [sic] it? No, Johnson PERSONALLY blocks publication of the report.""","An official report finds that Boris Johnson’s Conservative party received donations from nine Russian donors with suspected links to the Kremlin. Does our Prime Minister choose to publsh [sic] it? No, Johnson PERSONALLY blocks publication of the report.”",0.8118
"Picture of the Virabhadreshwara temple that emerged while demolishing a Mosque in Raichur, Karnataka","Picture of the Virabhadreshwara temple that emerged while demolishing a Mosque in Raichur, Karnataka",0.9999
"To the end of 2021, there have been 156,924 deaths within 28 days of a positive Covid-19 test in the UK.","To the end of 2021, there have been 18,939 Covid-19 deaths with comorbidities in the UK.",0.6453
The same image of an elderly woman being vaccinated has been used by the media to show a woman called Joan being vaccinated in Manchester and a woman called Susan getting vaccinated in South Africa.,The BBC and the paper reported that Susan Boyle had been vaccinated against Covid-19.,0.118
"The COVID-19 vaccine doesn't stop virus spread, so it can't protect others","The COVID-19 vaccine doesn't stop virus spread, so it can't protect others",0.9999
Rep. Lauren Boebert made an incorrect statement about the spy balloon.,Rep. Lauren Boebert made an incorrect statement about the spy balloon.,0.9997
Sonali Phogat's dance video captured in Goa on the night of her death,Video of muslim street food vendor adding his urine to drinking water,0.0725
Lowe's has announced that everyone who shares this link will be sent a $150 coupon for its anniversary,Lowe’s has announced that everyone who shares this link will be sent a $150 coupon for its anniversary,0.9447
"Kari Lake's lawsuit ""exposes Arizona used no signature verification.""",Kari Lake’s lawsuit “exposes Arizona used no signature verification.”,0.7531
"Video shows hidden theater ""where elites sacrifice kids.""",Video shows theater where elites sacrifice children,0.6344
Congress MLA Anil Upadhyay speaking in support of CAA and NRC,Congress MLA Anil Upadhyay speaking in support of CAA and NRC,0.9996
Coimbatore Corporation has built a toilet with two commodes next to each other without a wall between them.,Coimbatore Corporation has built a toilet with two commodes next to each other without a wall between them.,0.9999
There was a 1500 per cent increase in 2021 on the previous record year for miscarriages/stillbirths in the US.,There was a 1500 per cent increase in 2021 on the previous record year for miscarriages/stillbirths in the US.,0.9999
DMK should stop the casteism unleashed on VCK as they have power in their hands – Vaiko,The Person Seen In The Video Is A Pakistani Journalist,0.0613
This is the Video of Late Congress Leader Ahmed Patel's Funeral,This is the Video of Late Congress Leader Ahmed Patel's Funeral,0.9997
Video of Lions in Gir Forest survived Cyclone Tauktae,Video of Lions in Gir Forest survived Cyclone Tauktae,0.9993
"The claim: In 2016, Trump said, ""Anyone being investigated by the FBI is not qualified to be the President of the United States"" on six different dates","In 2016, Trump said, ""Anyone being investigated by the FBI is not qualified to be the President of the United States"" on six different dates",0.9148
"Oxford is to trial a ""climate lockdown"" which will confine residents to their local neighbourhood and require them to ask permission to leave.",Oxford is to trial a “climate lockdown” which confines residents to their local neighbourhood and requires them to ask permission to leave.,0.8857
Visuals of a temple located in Madhya Pradesh's Anuppur district completely built using teak wood,Rajasthan government has taken a decision on Janmashtami to please the Muslims.,0.0318
"""Attorney General Garland is weaponizing the DOJ by using the FBI to pursue concerned parents and silence them through intimidation. Florida will defend the free speech rights of its citizens and will not allow federal agents to squelch dissent.""",“Attorney General Garland is weaponizing the DOJ by using the FBI to pursue concerned parents and silence them through intimidation.”,0.4845
The vaccine for coronavirus existed since 2001 and 19 years later they say there is no vaccine,The vaccine for coronavirus existed since 2001 and 19 years later they say there is no vaccine,0.9999
"""Michigan sends absentee ballot applications to 7.7 million people"" and ""this was done illegally and without authorization."" ","Says he can ""hold up funding to Michigan if they want to go down this Voter Fraud path!""",0.1142
The World Health Organisation boss has announced the approach of another pandemic - the Marburg virus.,The World Health Organisation boss has announced the approach of another pandemic - the Marburg virus.,0.9999
"Had gone to get India closed. In Papalaj, Rajasthan, the public thrashed him badly and blackened his face.
",Video of Rahul Gandhi getting his face blackened by the public after he went to get India closed,0.3984
"Says the ""when the looting starts, the shooting starts,"" phrase ""means two things, very different things. One is, if there's looting, there's probably going to be shooting, and that's not as a threat, that's really just a fact, because that's what happens. And the other is, if there's looting, there's going to be shooting.""",Fact-checking Donald Trump’s Fox News interview on police brutality protests,0.0
Pregnant women are 22 times more likely to die from Covid-19 than other women.,Pregnant women are 22 times more likely to die from Covid-19 than other women.,0.9999
"Nehru is taking OATH in Britain as a British citizen to become PM of India ? What a mockery, Congress has done to the Indian citizen & his family continude with GANDHI surname ? Reason India should be ""CONGRESS MUKT BHARAT""!",A British citizen was required by the Supreme Court to take the OATH in the name of Queen Elizabeth II.,0.1371
"Amul butter raid visuals are from Jahagir Puri, Delhi","Amul butter raid visuals are from Jahagir Puri, Delhi",0.9995
Wearing Mask To Protect From COVID-19 Causes Fungal Lung Infection;,Face masks can cause fungal lung infections,0.4566
"""MSNBC announced Trump won 2020 election.""",“MSNBC announced Trump won 2020 election.”,0.7766
"All Filipinos, whether rich or poor, are entitled to the government's cash assistance of P5,000 to P8,000",DSWD is the agency that administers the COVID-19 vaccines,0.0265
Burning camphor and inhaling the smell combats air pollution,Burning camphor and inhaling the smell combats air pollution,0.9993
"The tests conducted at the 199 testing centres, as well as the mobile test centres, are all done within 24 hours.","The tests conducted at the 199 testing centres, as well as the mobile test centres, are all done within 24 hours.",1.0
Video of a Maulvi in India beating a child indiscriminately,Video of a Maulvi in India beating a child indiscriminately,0.9995
Norway has reclassified the coronavirus as 'no more dangerous than ... flu',Norway has reclassified the coronavirus as 'no more dangerous than ordinary flu',0.9209
"The EU did not help Britain during the Falklands War, and instead sent weapons to Argentina.","The EU did not help Britain during the Falklands War, and instead sent weapons to Argentina.",0.9999
The new daily allowance for peers in the House of Lords is £323.,The monthly allowance for a single person over 25 on Universal Credit is £317.82.,0.2638
"The EU has exported 41.6 million vaccines so far, 10 million of which were to the UK.",The UK and US have exported no vaccines.,0.2067
"The UK has signed an agreement that says for every asylum seeker it sends to Rwanda, it will bring back one vulnerable refugee to the UK.","The UK has signed an agreement that says for every asylum seeker it sends to Rwanda, it will bring back one vulnerable refugee to the UK.",1.0
"Sen. Marco Rubio signed a 2021 letter that ""supports waivers that would reduce visual track inspections.""",Sen. Marco Rubio signed a 2021 letter that “supports waivers that would reduce visual track inspections.”,0.894
"One in five Britons are resorting to 'DIY dentistry' due to a drought of NHS dental appointments, according to a recent poll.",Temporary teeth whitening can reverse tooth decay and prevent tooth decay in the future.,0.0417
The claim: Animal agriculture is the biggest contributor to climate change,Animal agriculture is the biggest contributor to climate change,0.7687
Taliban Flag hoisted in NEMA Office,Taliban Flag hoisted in NEMA Office,0.9977
Monkeypox is only circulating in countries where the Pfizer COVID-19 vaccine is being distributed and is used to advance the Great Reset,Monkeypox only circulates in vaccinated countries,0.2505
A Facebook user is looking for their 87-year-old neighbour called Mr Andrew who went missing with his dog.,A Facebook user is looking for their 87-year-old neighbour called Mr Andrew who went missing with his dog.,0.9999
"AirPods direct radiation and Bluetooth signals directly to the brain, Unless you want a brain tumour, I suggest you ditch the AirPods","AirPods direct radiation and Bluetooth signals directly to the brain, Unless you want a brain tumour, I suggest you ditch the AirPod",0.999
"As announced by PM Modi - If you have a function/party in your house and a lot of food is being wasted, please call 1098 (Anywhere in India) - The Child Helpline people will collect the food","As announced by PM Modi - If you have a function/party in your house and a lot of food is being wasted, please call 1098 (Anywhere in India) - The Child Helpline people will collect the food",1.0
हमदर्द का स्वामित्व एक इस्लामिक संस्था मुस्लिम वक्फ बोर्ड के पास है। इसके सारे कर्मचारी मुसलमान है।,The Person Seen In The Video Is A Pakistani Journalist,0.0
Son locks mother at home for 10 days to go and protest in Shaheen Bagh,Photos of recent roadshows conducted by the Home Minister Amit Shah in West Bengal,0.0671
The Queen didn't die on 8 September.,The Queen didn’t die on 8 September.,0.7603
New gender pay gap figures reveal 8 out of 10 firms pay men more.,New gender pay gap figures reveal 8 out of 10 firms pay men more.,0.9999
"""In Arizona, we have flood the zone with fake ballots.""","“In Arizona, we have flood the zone with fake ballots.”",0.8569
The claim: The Earth is flat because cities cannot be upside-down,The Earth is flat because cities cannot be upside-down,0.787
Tears of a Mother… The Debt on the Soul of Nation. #JusticeForRinkuSharma,Tears of a Mother... The Debt on the Soul of Nation. #JusticeForRinkuSharma,0.9203
Image of items served in an Uttar Pradesh Government school under the Mid-day meal scheme,Images of items served in an Uttar Pradesh Government school under the Mid-day meal scheme,0.9999
"Shingles has been renamed monkeypox. Herpes zoster, the virus which causes shingles, is included in Pfizer's list of adverse events for the Covid-19 vaccine, indicating monkeypox is caused by the vaccine.",Shingles is actually herpes zoster,0.0934
"UP Police will not be able to check vehicles… Due to corruption issues, Uttar Pradesh CM Yogi Adityanath took this decision. Now only Traffic Police can check vehicles. The CM gave the guidelines after complaints received during vehicle checking","UP Police will not be able to check vehicles... Due to corruption issues, Uttar Pradesh CM Yogi Adityanath took this decision. Now only Traffic Police can check vehicles. The CM gave the guidelines after complaints received during vehicle checking",0.9738
"""Biden admits $5 gas is being done on purpose"" and ""this has been his plan all along.""",“Biden admits $5 is being done on purpose” and “this has been his plan all along.”,0.7817
"The living wage is £18,000 a year.","Pensioners only receive £8,000 a year and still have to pay for a TV license.",0.2273
